,image,text,output
356,diagram_163.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
357,diagram_163.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
358,diagram_163.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 15 edges."
359,diagram_163.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
360,diagram_164.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
361,diagram_164.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
362,diagram_164.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
363,diagram_164.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 10 vertices, which are the points where the lines intersect."
364,diagram_164.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
365,diagram_165.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
366,diagram_165.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
367,diagram_165.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
368,diagram_165.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
369,diagram_165.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
370,diagram_166.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
371,diagram_166.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
372,diagram_166.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and three external edges."
373,diagram_166.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction points."
374,diagram_166.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
375,diagram_167.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
376,diagram_167.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
377,diagram_167.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
378,diagram_167.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
379,diagram_167.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
380,diagram_168.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
381,diagram_168.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
382,diagram_168.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
383,diagram_168.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
384,diagram_168.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
385,diagram_169.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
386,diagram_169.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
387,diagram_169.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
388,diagram_169.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
389,diagram_169.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
390,diagram_170.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
391,diagram_170.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
392,diagram_170.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
393,diagram_170.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
394,diagram_170.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: black and white."
395,diagram_171.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
396,diagram_171.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
397,diagram_171.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
398,diagram_171.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
399,diagram_171.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: Z and H particles.
400,diagram_172.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
401,diagram_172.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
402,diagram_172.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
403,diagram_172.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
404,diagram_172.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
405,diagram_173.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
406,diagram_173.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
407,diagram_173.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
408,diagram_173.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
409,diagram_173.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
410,diagram_174.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
411,diagram_174.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
412,diagram_174.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
413,diagram_174.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction lines connecting them."
414,diagram_174.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
415,diagram_175.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
416,diagram_175.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
417,diagram_175.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
418,diagram_175.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 14 edges."
419,diagram_175.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
420,diagram_176.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
421,diagram_176.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
422,diagram_176.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
423,diagram_176.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction points."
424,diagram_176.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
425,diagram_177.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
426,diagram_177.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
427,diagram_177.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
428,diagram_177.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
429,diagram_177.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
430,diagram_178.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
431,diagram_178.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
432,diagram_178.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and one external edge."
433,diagram_178.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
434,diagram_178.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
435,diagram_179.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
436,diagram_179.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
437,diagram_179.png,How many internal edges are there in the diagram?,There are two internal edges in the diagram.
438,diagram_179.png,How many interaction vertices are there in the diagram?,There are two interaction vertices in the diagram.
439,diagram_179.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram: black and white particles.
440,diagram_18.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
441,diagram_18.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
442,diagram_18.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
443,diagram_18.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 15 edges."
444,diagram_18.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
445,diagram_180.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
446,diagram_180.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
447,diagram_180.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
448,diagram_180.png,How many interaction vertices are there in the diagram?,The diagram shows a total of 12 vertices and 14 edges.
449,diagram_180.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
450,diagram_181.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
451,diagram_181.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
452,diagram_181.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
453,diagram_181.png,How many interaction vertices are there in the diagram?,The diagram shows a total of 12 vertices and 18 edges.
454,diagram_181.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
455,diagram_182.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
456,diagram_182.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
457,diagram_182.png,How many internal edges are there in the diagram?,"In the diagram, there are four internal edges."
458,diagram_182.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
459,diagram_182.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
460,diagram_183.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
461,diagram_183.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
462,diagram_183.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
463,diagram_183.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
464,diagram_183.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
465,diagram_184.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
466,diagram_184.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
467,diagram_184.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
468,diagram_184.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
469,diagram_184.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are three different kinds of particles: protons, electrons, and neutrons."
470,diagram_185.png,How many independent loops are there in the diagram?,There are four independent loops in the diagram.
471,diagram_185.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
472,diagram_185.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
473,diagram_185.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 12 edges."
474,diagram_185.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
475,diagram_186.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
476,diagram_186.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
477,diagram_186.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
478,diagram_186.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction vertices."
479,diagram_186.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
480,diagram_187.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
481,diagram_187.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
482,diagram_187.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
483,diagram_187.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 10 edges."
484,diagram_187.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and photons."
485,diagram_188.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
486,diagram_188.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
487,diagram_188.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
488,diagram_188.png,How many interaction vertices are there in the diagram?,The diagram shows a total of 12 interaction vertices.
489,diagram_188.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons."
490,diagram_189.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
491,diagram_189.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
492,diagram_189.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges."
493,diagram_189.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
494,diagram_189.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
495,diagram_19.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
496,diagram_19.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
497,diagram_19.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
498,diagram_19.png,How many interaction vertices are there in the diagram?,The diagram shows a network of 12 vertices connected by lines.
499,diagram_19.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
500,diagram_190.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
501,diagram_190.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
502,diagram_190.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
503,diagram_190.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three lines connecting them."
504,diagram_190.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
505,diagram_191.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
506,diagram_191.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
507,diagram_191.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
508,diagram_191.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
509,diagram_191.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
510,diagram_192.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
511,diagram_192.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
512,diagram_192.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
513,diagram_192.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 14 edges."
514,diagram_192.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
515,diagram_193.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
516,diagram_193.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
517,diagram_193.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
518,diagram_193.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four lines connecting them."
519,diagram_193.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
520,diagram_194.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
521,diagram_194.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
522,diagram_194.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
523,diagram_194.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices, represented by the three black dots."
524,diagram_194.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
525,diagram_195.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
526,diagram_195.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
527,diagram_195.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
528,diagram_195.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
529,diagram_195.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
530,diagram_196.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
531,diagram_196.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
532,diagram_196.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
533,diagram_196.png,How many interaction vertices are there in the diagram?,There are 12 vertices in the diagram.
534,diagram_196.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
535,diagram_197.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
536,diagram_197.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
537,diagram_197.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
538,diagram_197.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
539,diagram_197.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
540,diagram_198.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
541,diagram_198.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
542,diagram_198.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
543,diagram_198.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
544,diagram_198.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
545,diagram_199.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
546,diagram_199.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
547,diagram_199.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
548,diagram_199.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
549,diagram_199.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
550,diagram_2.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
551,diagram_2.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
552,diagram_2.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
553,diagram_2.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, which are the points where the lines intersect."
554,diagram_2.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
555,diagram_20.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
556,diagram_20.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
557,diagram_20.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and three external edges."
558,diagram_20.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
559,diagram_20.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
560,diagram_200.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
561,diagram_200.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
562,diagram_200.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
563,diagram_200.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
564,diagram_200.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
565,diagram_201.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
566,diagram_201.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
567,diagram_201.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
568,diagram_201.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
569,diagram_201.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
570,diagram_202.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
571,diagram_202.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
572,diagram_202.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
573,diagram_202.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices and three interaction lines."
574,diagram_202.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
575,diagram_203.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
576,diagram_203.png,How many external legs are there in the diagram?,There are 12 external legs in the diagram.
577,diagram_203.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
578,diagram_203.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
579,diagram_203.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
580,diagram_204.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
581,diagram_204.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
582,diagram_204.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
583,diagram_204.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
584,diagram_204.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
585,diagram_205.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
586,diagram_205.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
587,diagram_205.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
588,diagram_205.png,How many interaction vertices are there in the diagram?,"In the diagram, there are four vertices and four interaction lines connecting them."
589,diagram_205.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
590,diagram_206.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
591,diagram_206.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
592,diagram_206.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
593,diagram_206.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 14 edges."
594,diagram_206.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
595,diagram_207.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
596,diagram_207.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
597,diagram_207.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
598,diagram_207.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
599,diagram_207.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
600,diagram_208.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
601,diagram_208.png,How many external legs are there in the diagram?,"In the diagram, there are three external legs."
602,diagram_208.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
603,diagram_208.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
604,diagram_208.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
605,diagram_209.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
606,diagram_209.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
607,diagram_209.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
608,diagram_209.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 18 edges."
609,diagram_209.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
610,diagram_21.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
611,diagram_21.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
612,diagram_21.png,How many internal edges are there in the diagram?,"In the diagram, there are a total of 12 internal edges."
613,diagram_21.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 12 edges."
614,diagram_21.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
615,diagram_210.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
616,diagram_210.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
617,diagram_210.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
618,diagram_210.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
619,diagram_210.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
620,diagram_211.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
621,diagram_211.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
622,diagram_211.png,How many internal edges are there in the diagram?,"In the diagram, there are three internal edges and one external edge."
623,diagram_211.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 10 edges."
624,diagram_211.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and photons."
625,diagram_212.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
626,diagram_212.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
627,diagram_212.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
628,diagram_212.png,How many interaction vertices are there in the diagram?,The diagram shows a triangle with three vertices and three edges.
629,diagram_212.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
630,diagram_213.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
631,diagram_213.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
632,diagram_213.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
633,diagram_213.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
634,diagram_213.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
635,diagram_214.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
636,diagram_214.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
637,diagram_214.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
638,diagram_214.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three vertices and three interaction lines."
639,diagram_214.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
640,diagram_215.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
641,diagram_215.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
642,diagram_215.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
643,diagram_215.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 12 vertices and 15 edges."
644,diagram_215.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
645,diagram_216.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
646,diagram_216.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
647,diagram_216.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
648,diagram_216.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
649,diagram_216.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
650,diagram_217.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
651,diagram_217.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
652,diagram_217.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
653,diagram_217.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
654,diagram_217.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
655,diagram_218.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
656,diagram_218.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
657,diagram_218.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
658,diagram_218.png,How many interaction vertices are there in the diagram?,"In the diagram, there are 10 vertices and 15 edges."
659,diagram_218.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
660,diagram_219.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
661,diagram_219.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
662,diagram_219.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
663,diagram_219.png,How many interaction vertices are there in the diagram?,There are four interaction vertices in the diagram.
664,diagram_219.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
665,diagram_22.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
666,diagram_22.png,How many external legs are there in the diagram?,There are two external legs in the diagram.
667,diagram_22.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
668,diagram_22.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
669,diagram_22.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
670,diagram_220.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
671,diagram_220.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
672,diagram_220.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
673,diagram_220.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
674,diagram_220.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
675,diagram_221.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
676,diagram_221.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
677,diagram_221.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
678,diagram_221.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 14 edges."
679,diagram_221.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
680,diagram_222.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
681,diagram_222.png,How many external legs are there in the diagram?,"There are no external legs in the diagram. The diagram is a mathematical equation or a diagram of a circuit, which does not involve external legs."
682,diagram_222.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
683,diagram_222.png,How many interaction vertices are there in the diagram?,There are three interaction vertices in the diagram.
684,diagram_222.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons."
685,diagram_223.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
